Date,Open,High,Low,Close
17-Mar-16,417.89,421,417.89,420.62
16-Mar-16,416.89,417.69,415.91,417.01
15-Mar-16,416.39,418.13,414.99,416.83
14-Mar-16,414.2,416.68,414.2,416.44
13-Mar-16,411.65,416.6,411.64,414.06
12-Mar-16,421.61,421.8,410.09,411.62
11-Mar-16,417.24,423.93,417.01,421.69
10-Mar-16,414.74,417.51,413.25,417.13
9-Mar-16,413.89,416.03,411.61,414.86
8-Mar-16,414.46,416.24,411.09,413.97
7-Mar-16,407.76,415.92,406.31,414.32
6-Mar-16,400.52,411.91,395.78,407.71
5-Mar-16,410.78,411.26,394.04,400.57
4-Mar-16,421.84,425.18,410.94,410.94
3-Mar-16,423.91,425.37,419.41,421.65
2-Mar-16,435.13,435.92,423.99,423.99
1-Mar-16,437.92,439.65,432.32,435.12
29-Feb-16,433.44,441.51,431.69,437.7
28-Feb-16,432.57,435.68,423.82,433.5
27-Feb-16,432.84,434.23,428.1,432.52
26-Feb-16,424.63,432.15,421.62,432.15
25-Feb-16,425.04,427.72,420.42,424.54
24-Feb-16,420.96,425.55,413.91,424.95
23-Feb-16,438.25,439.86,417.82,420.74
22-Feb-16,438.99,439.05,432.92,437.75
21-Feb-16,437.77,448.05,429.08,438.8
20-Feb-16,421.6,441.98,421.6,437.16
19-Feb-16,422.73,423.1,417.6,420.79
18-Feb-16,416.57,426,415.64,422.37
17-Feb-16,407.66,421.17,406.78,416.32
16-Feb-16,401.43,408.94,401.43,407.49
15-Feb-16,407.57,410.38,397.75,400.19
14-Feb-16,392.93,407.23,392.93,407.23
13-Feb-16,384.64,391.86,384.64,391.86
12-Feb-16,379.69,384.95,379.6,384.26
11-Feb-16,382.11,383.13,376.4,379.65
10-Feb-16,376.15,385.48,375.78,381.65
9-Feb-16,373.42,377.25,372.9,376.03
8-Feb-16,376.76,379.88,373.33,373.45
7-Feb-16,376.51,380.87,374.9,376.62
6-Feb-16,386.59,386.63,372.39,376.52
5-Feb-16,388.9,391.09,385.57,386.55
4-Feb-16,370.17,391.61,369.99,389.59
3-Feb-16,374.65,374.95,368.05,369.95
2-Feb-16,372.92,375.88,372.92,374.45
1-Feb-16,369.35,378.07,367.96,373.06
31-Jan-16,378.29,380.35,367.83,368.77
30-Jan-16,378.87,380.92,376.49,378.25
29-Jan-16,380.11,384.38,365.45,379.47
28-Jan-16,395.15,395.5,379.74,380.29
27-Jan-16,392.44,396.84,391.78,394.97
26-Jan-16,392,397.77,390.57,392.15
25-Jan-16,402.32,402.32,388.55,391.73
24-Jan-16,388.1,405.49,387.51,402.97
23-Jan-16,382.43,394.54,381.98,387.49
22-Jan-16,409.75,410.41,375.28,382.49
21-Jan-16,419.63,422.88,406.3,410.26
20-Jan-16,379.74,425.27,376.6,420.23
19-Jan-16,387.03,387.73,378.97,380.15
18-Jan-16,381.73,388.1,376.67,387.17
17-Jan-16,387.15,390.96,380.09,382.3
16-Jan-16,365.07,390.56,354.91,387.54
15-Jan-16,430.25,430.25,364.33,364.33
14-Jan-16,432.29,433.32,427.85,430.31
13-Jan-16,434.67,435.19,424.44,432.37
12-Jan-16,448.18,448.18,435.69,435.69
11-Jan-16,448.7,450.66,443.86,448.43
10-Jan-16,448.24,448.31,440.35,447.99
9-Jan-16,453.38,454.64,446.89,447.61
8-Jan-16,457.54,462.93,447.94,453.23
7-Jan-16,430.01,458.77,429.08,458.05
6-Jan-16,431.86,431.86,426.34,429.11
5-Jan-16,433.07,434.18,429.68,431.96
4-Jan-16,430.06,434.52,429.08,433.09
3-Jan-16,433.58,433.74,424.71,430.01
2-Jan-16,434.62,436.06,431.87,433.44
1-Jan-16,430.72,436.25,427.51,434.33
31-Dec-15,425.88,432.92,418.74,430.57
30-Dec-15,433.3,434.39,422.08,426.62
29-Dec-15,422.1,432.98,420.63,432.98
28-Dec-15,423.34,429.77,418.48,422.28
27-Dec-15,416.51,424.01,408.88,422.82
26-Dec-15,455.76,457.49,405.76,417.27
25-Dec-15,454.86,458.31,452.07,455.65
24-Dec-15,443.09,458.46,443.08,454.99
23-Dec-15,436.72,444.53,436.62,442.4
22-Dec-15,437.44,443.69,435.52,436.57
21-Dec-15,442.84,444.73,427.31,438.64
20-Dec-15,462.23,462.64,434.34,442.69
19-Dec-15,463.55,465.58,456.76,462.32
18-Dec-15,455.85,465.18,454.94,463.62
17-Dec-15,454.78,457.86,448.86,456.08
16-Dec-15,465.21,465.21,443.85,454.93
15-Dec-15,443.88,465.32,443.88,465.32
14-Dec-15,433.27,447.14,430.46,444.18
13-Dec-15,431.66,441.68,426.27,433.75
12-Dec-15,452.33,469.1,410.74,435
11-Dec-15,415.28,451.94,415.28,451.94
10-Dec-15,417.99,419.51,411.55,415.48
9-Dec-15,414.44,423.12,406.29,417.56
8-Dec-15,395.75,415.56,389.95,415.56
7-Dec-15,389.98,399.97,385.41,395.54
6-Dec-15,389.56,402.81,387.09,388.78
5-Dec-15,363.72,389.79,363.23,388.95
4-Dec-15,361.26,363.52,355.76,363.18
3-Dec-15,359.33,370.27,357.41,361.05
2-Dec-15,361.85,362.23,349.46,359.19
1-Dec-15,377.41,378.93,356.56,362.49
30-Nov-15,371.44,382.36,370.38,377.32
29-Nov-15,357.47,371.94,355.67,371.29
28-Nov-15,357.14,359.54,352.17,357.38
27-Nov-15,351.86,363.59,347.87,358.04
26-Nov-15,328.3,366.76,328.23,352.68
25-Nov-15,320.05,329.13,316.77,328.21
24-Nov-15,323.01,323.06,318.12,320.05
23-Nov-15,324.35,325.12,321.29,323.05
22-Nov-15,326.98,327.01,321.26,324.54
21-Nov-15,322.09,328.16,319.6,326.93
20-Nov-15,326.41,326.47,312.22,322.02
19-Nov-15,334.68,335.33,325.27,326.15
18-Nov-15,334.59,336.53,330.64,334.59
17-Nov-15,330.36,338.35,329.61,335.09
16-Nov-15,319.74,331.63,315.9,330.75
15-Nov-15,333.05,334.66,317.49,320.17
14-Nov-15,336.62,338.18,329.97,332.91
13-Nov-15,338.5,340.91,326.07,336.75
12-Nov-15,314.08,345.08,313.36,338.15
11-Nov-15,339.82,340.58,301,311.08
10-Nov-15,379.98,381.39,329.11,336.82
9-Nov-15,374.32,385.28,362.89,380.26
8-Nov-15,384.28,389.89,368.7,373.37
7-Nov-15,374.27,390.59,372.43,386.48
6-Nov-15,388.05,395.84,354.02,374.47
5-Nov-15,408.08,447.56,374.58,386.35
4-Nov-15,403.66,495.56,380.55,411.56
3-Nov-15,361.87,417.9,357.65,403.42
2-Nov-15,325.94,365.36,323.21,361.19
1-Nov-15,315,327.47,311.88,325.43
31-Oct-15,328.51,332.78,309.25,314.17
30-Oct-15,313.94,334.17,313.94,328.01
29-Oct-15,304.32,318.17,301.82,313.86
28-Oct-15,293.7,306.33,293.7,304.62
27-Oct-15,285.18,296.21,285.01,293.79
26-Oct-15,283.63,285.3,280.51,285.3
25-Oct-15,281.44,294.06,281.44,283.68
24-Oct-15,276.5,281.71,276.5,281.65
23-Oct-15,273.65,278.68,273.54,276.5
22-Oct-15,266.5,276.51,266.13,274.02
21-Oct-15,269.31,270.77,263.84,266.27
20-Oct-15,263.57,270.83,263.23,269.46
19-Oct-15,261.86,264.82,260.95,263.44
18-Oct-15,270.91,271.67,260.78,261.64
17-Oct-15,262.75,273.58,262.37,270.64
16-Oct-15,254.3,266.13,253.93,262.87
15-Oct-15,252.11,255.96,252.05,254.32
14-Oct-15,249.49,254.28,248.9,251.99
13-Oct-15,245.2,250.24,243.76,249.51
12-Oct-15,246.88,247.45,245.18,245.31
11-Oct-15,244.74,247.24,244.15,247.05
10-Oct-15,243.74,245.32,243.07,244.94
9-Oct-15,242.5,244.23,242.12,243.93
8-Oct-15,243.07,244.25,242.18,242.3
7-Oct-15,246.17,246.68,242.59,242.97
6-Oct-15,240.36,246.94,240.14,246.06
5-Oct-15,238.15,240.38,237.03,240.38
4-Oct-15,238.53,238.97,237.94,238.26
3-Oct-15,237.2,239.31,236.94,238.73
2-Oct-15,237.26,238.54,236.6,237.29
1-Oct-15,236,238.44,235.62,237.55
30-Sep-15,236.64,237.73,235.63,236.06
29-Sep-15,239.02,239.8,235.93,236.69
28-Sep-15,232.84,239.34,232.47,239.14
27-Sep-15,234.14,234.53,232.48,232.76
26-Sep-15,235.08,235.4,233.36,234.34
25-Sep-15,234.36,237.43,233.68,235.14
24-Sep-15,230.36,235.65,230.29,234.53
23-Sep-15,230.94,231.84,229.59,230.28
22-Sep-15,226.97,232.39,225.12,230.62
21-Sep-15,231.22,231.22,226.52,227.09
20-Sep-15,231.4,232.37,230.91,231.21
19-Sep-15,232.86,233.21,231.09,231.49
18-Sep-15,233.52,234.35,232.19,232.97
17-Sep-15,229.08,230.28,228.93,229.81
16-Sep-15,230.25,231.22,227.4,229.09
15-Sep-15,230.49,259.18,229.82,230.3
14-Sep-15,230.61,232.44,227.96,230.64
13-Sep-15,235.24,235.94,229.33,230.51
12-Sep-15,239.85,240.12,234.75,235.23
11-Sep-15,238.33,241.17,238.33,240.11
10-Sep-15,238.34,241.29,235.79,238.48
9-Sep-15,243.41,244.42,237.82,238.17
8-Sep-15,239.85,245.78,239.68,243.61
7-Sep-15,239.93,242.11,238.72,239.85
6-Sep-15,234.87,242.91,234.68,239.84
5-Sep-15,230.2,236.14,229.44,235.02
4-Sep-15,227.22,230.9,227.05,230.3
3-Sep-15,229.32,229.6,226.67,227.18
2-Sep-15,228.03,230.58,226.47,229.28
1-Sep-15,230.26,231.22,226.86,228.12
31-Aug-15,229.11,231.96,225.91,230.06
30-Aug-15,229.9,232.07,226.25,228.76
29-Aug-15,231.55,233.22,227.33,229.78
28-Aug-15,224.7,235.22,220.93,231.4
27-Aug-15,226.05,228.64,223.68,224.77
26-Aug-15,222.08,231.18,220.2,225.83
25-Aug-15,210.07,226.32,199.57,221.61
24-Aug-15,228.11,228.14,210.44,210.5
23-Aug-15,230.38,232.71,225.58,228.17
22-Aug-15,232.66,234.96,222.7,230.39
21-Aug-15,235.35,236.43,231.72,232.57
20-Aug-15,226.9,237.37,226.9,235.35
19-Aug-15,225.67,237.41,222.77,226.68
18-Aug-15,257.93,257.99,211.08,211.08
17-Aug-15,258.49,260.5,257.12,257.98
16-Aug-15,261.87,262.44,257.04,258.51
15-Aug-15,265.53,266.67,261.3,261.55
14-Aug-15,264.13,267.47,261.48,265.68
13-Aug-15,266.18,266.23,262.84,264.08
12-Aug-15,270.6,270.67,265.47,266.38
11-Aug-15,264.34,270.39,264.09,270.39
10-Aug-15,265.48,267.03,262.6,264.47
9-Aug-15,261.12,267,260.47,265.08
8-Aug-15,279.74,279.93,260.71,261
7-Aug-15,278.74,280.39,276.37,279.58
6-Aug-15,281.91,281.91,278.4,278.58
5-Aug-15,284.85,285.5,281.49,281.88
4-Aug-15,281.23,285.71,281.23,285.22
3-Aug-15,282.81,285.47,280.23,281.23
2-Aug-15,280.45,283.03,277.53,282.61
1-Aug-15,284.69,284.93,278.11,281.6
31-Jul-15,287.7,288.96,282.34,284.65
30-Jul-15,289.1,290.13,286.57,287.72
29-Jul-15,294.48,294.54,288.78,289.59
28-Jul-15,293.63,296.65,293.42,294.43
27-Jul-15,292.64,297.77,287.45,293.62
26-Jul-15,288.64,293.05,287.71,292.69
25-Jul-15,288.16,290.73,286,288.7
24-Jul-15,276,289.25,275.25,288.28
23-Jul-15,277.34,278.11,275.72,276.05
22-Jul-15,275.66,277.67,274.38,277.22
21-Jul-15,278.88,280.55,275.42,275.83
20-Jul-15,273.5,278.98,272.96,278.98
19-Jul-15,274.77,275.67,272.51,273.61
18-Jul-15,279.33,282.53,274.07,274.9
17-Jul-15,278.09,280.28,272.04,279.47
16-Jul-15,286.04,291.18,275.24,278.09
15-Jul-15,288.05,293.25,285.37,285.83
14-Jul-15,292.03,296.15,286.64,287.46
13-Jul-15,310.83,310.95,281.01,292.05
12-Jul-15,293.14,314.39,292.5,310.87
11-Jul-15,284.88,298.51,283.53,293.12
10-Jul-15,269.16,294.59,268.8,284.89
9-Jul-15,270.83,272.33,267.09,269.23
8-Jul-15,265.98,272.97,264.39,270.79
7-Jul-15,269.96,271.34,264.83,266.21
6-Jul-15,271.11,277.42,267.6,269.03
5-Jul-15,260.81,274.51,258.7,271.91
4-Jul-15,256.49,261.46,254.2,260.89
3-Jul-15,255.46,257.08,253.5,256.34
2-Jul-15,258.55,261.63,254.12,255.41
1-Jul-15,263.35,265.17,255.77,258.62
30-Jun-15,257.04,267.87,255.95,263.07
29-Jun-15,248.72,257.17,248.58,257.06
28-Jun-15,250.96,251.17,247.43,249.01
27-Jun-15,243.55,251.34,243.12,250.99
26-Jun-15,242.6,243.75,241.55,243.59
25-Jun-15,240.37,243.33,240.37,242.8
24-Jun-15,244.28,244.34,240.51,240.51
23-Jun-15,246.93,247.3,243.13,244.3
22-Jun-15,243.97,247.92,243.78,246.99
21-Jun-15,245.1,245.22,241.88,243.94
20-Jun-15,244.53,245.83,240.63,245.21
19-Jun-15,249.04,250.98,243.79,244.61
18-Jun-15,249.43,252.11,244.13,249.01
17-Jun-15,250.82,256.85,246.48,249.28
16-Jun-15,236.76,251.74,236.12,250.9
15-Jun-15,233.42,237.84,233.42,236.82
14-Jun-15,232.44,234.86,232,233.54
13-Jun-15,229.92,232.65,229.21,232.4
12-Jun-15,229.71,231.06,229.31,229.98
11-Jun-15,228.85,230.29,228.77,229.71
10-Jun-15,229,229.78,228.01,228.8
9-Jun-15,228.54,230.95,227.93,229.05
8-Jun-15,222.88,229.46,222.84,228.49
7-Jun-15,225.6,226.19,222.65,222.88
6-Jun-15,225,225.72,224.38,225.62
5-Jun-15,224.15,225.97,223.18,224.95
4-Jun-15,225.77,226.58,224.05,224.32
3-Jun-15,225.74,227.4,223.93,225.87
2-Jun-15,222.89,226.42,222.42,225.8
1-Jun-15,230.23,231.71,221.3,222.93
31-May-15,233.13,233.25,229.54,230.19
30-May-15,237.09,237.09,232.05,233.34
29-May-15,237.38,237.52,235.73,237.1
28-May-15,237.26,237.82,236.65,237.41
27-May-15,237.06,238.64,236.69,237.28
26-May-15,237.1,238.24,235.69,237.12
25-May-15,240.93,241.02,236.64,237.11
24-May-15,238.98,241.98,238.81,240.95
23-May-15,240.29,241.03,238.69,238.87
22-May-15,235.32,240.97,235.06,240.35
21-May-15,234.02,236.24,233.84,235.34
20-May-15,231.89,234.68,231.84,234.02
19-May-15,233.04,234.15,231.82,231.95
18-May-15,236.89,237.21,232.46,233.13
17-May-15,236.01,238.03,236.01,236.8
16-May-15,237.64,237.7,235.29,236.15
15-May-15,236.96,238.75,236.79,237.6
14-May-15,236.21,237.8,234.06,236.93
13-May-15,241.4,243.7,235.04,236.38
12-May-15,242.15,242.88,240.1,241.11
11-May-15,240.3,244.27,239.38,242.16
10-May-15,241.73,244.07,238.85,240.3
9-May-15,243.77,247.8,239.64,241.83
8-May-15,237.2,246.28,236.27,243.86
7-May-15,229.66,239.1,228.57,237.33
6-May-15,236.25,236.45,229.23,229.78
5-May-15,238.85,239.2,232.05,236.12
4-May-15,240.36,242.64,237.81,239.02
3-May-15,234.88,243.24,234.08,240.36
2-May-15,232.34,235.73,232.34,234.93
1-May-15,235.94,238.97,232.08,232.08
30-Apr-15,225.69,239.56,224.99,236.15
29-Apr-15,225.59,227.04,223.43,225.81
28-Apr-15,228.97,229.5,223.07,225.85
27-Apr-15,219.43,233.31,218.02,229.29
26-Apr-15,226.41,226.94,214.87,219.43
25-Apr-15,231.24,232.56,226.34,226.39
24-Apr-15,235.97,236.31,229.93,231.27
23-Apr-15,234.05,236.47,233.2,236.46
22-Apr-15,235.6,237.91,233.48,234.18
21-Apr-15,224.62,235.27,224.3,235.27
20-Apr-15,222.61,226.35,221.98,224.63
19-Apr-15,223.46,226.35,222.37,222.6
18-Apr-15,222.85,224.32,220.88,223.36
17-Apr-15,228.57,228.91,221.94,222.88
16-Apr-15,223.92,229.67,223.92,228.57
15-Apr-15,219.07,223.83,218.65,223.83
14-Apr-15,224.76,224.98,216.32,219.16
13-Apr-15,235.95,236.94,222,224.59
12-Apr-15,236.53,237.73,233.5,236.15
11-Apr-15,236.02,239.54,234.18,236.55
10-Apr-15,243.69,243.69,232.77,236.07
9-Apr-15,244.75,246.12,239.4,243.68
8-Apr-15,253.06,253.85,244.22,245.02
7-Apr-15,255.27,255.81,252.21,253.18
6-Apr-15,260.72,261.8,254.57,255.49
5-Apr-15,253.76,260.68,251.94,260.6
4-Apr-15,254.29,255.26,251.1,253.7
3-Apr-15,253.07,256.04,251.88,254.32
2-Apr-15,247.09,254.46,245.42,253
1-Apr-15,244.22,247.54,241.16,247.27
31-Mar-15,247.45,248.73,242.74,244.22
30-Mar-15,242.88,249.24,239.21,247.53
29-Mar-15,252.74,253.14,240.85,242.71
28-Mar-15,246.97,254.21,246.97,252.8
27-Mar-15,248.57,256.81,245.21,247.03
26-Mar-15,246.28,254.35,244.91,248.53
25-Mar-15,247.47,249.19,236.51,246.2
24-Mar-15,266.58,267,244.16,245.59
23-Mar-15,267.89,277.3,261.75,266.74
22-Mar-15,259.92,269.75,259.59,267.96
21-Mar-15,261.64,262.2,255.65,260.02
20-Mar-15,260.96,264.85,259.16,261.75
19-Mar-15,255.88,264.24,248.64,260.93
18-Mar-15,285.07,285.34,249.87,256.3
17-Mar-15,290.6,292.37,284.37,285.5
16-Mar-15,285.69,294.11,285.69,290.59
15-Mar-15,281.43,286.53,281,286.39
14-Mar-15,284.44,286.34,280.98,281.88
13-Mar-15,294.12,294.5,285.34,285.34
12-Mar-15,296.13,297.09,292.41,294.35
11-Mar-15,291.52,297.39,290.51,296.38
10-Mar-15,289.86,300.04,289.74,291.76
9-Mar-15,274.81,292.7,273.89,289.61
8-Mar-15,276.43,277.86,272.56,274.35
7-Mar-15,272.29,277.85,270.13,276.26
6-Mar-15,275.6,277.61,270.01,272.72
5-Mar-15,272.74,281.67,264.77,276.18
4-Mar-15,281.99,284.23,268.13,273.09
3-Mar-15,275.05,285.8,268.16,281.7
2-Mar-15,260.36,276.3,258.31,275.67
1-Mar-15,254.28,261.66,245.93,260.2
28-Feb-15,253.52,254.69,249.48,254.26
27-Feb-15,236.44,256.65,236.44,253.83
26-Feb-15,237.34,237.71,234.26,236.43
25-Feb-15,238.89,239.34,235.53,237.47
24-Feb-15,239,239.9,236.4,238.74
23-Feb-15,236,240.11,232.42,238.89
22-Feb-15,244.54,246.39,233.85,235.98
21-Feb-15,243.75,255.32,243.18,244.53
20-Feb-15,240.25,247.1,239.3,243.78
19-Feb-15,236.41,242.67,235.59,240.28
18-Feb-15,243.78,244.25,232.34,236.33
17-Feb-15,233.42,245.78,232.31,243.61
16-Feb-15,234.82,239.52,229.02,233.84
15-Feb-15,257.51,265.61,227.68,234.82
14-Feb-15,235.53,259.81,235.53,257.32
13-Feb-15,221.97,240.26,221.26,235.43
12-Feb-15,219.21,222.2,217.61,221.76
11-Feb-15,219.73,223.41,218.07,219.19
10-Feb-15,220.28,221.81,215.33,219.84
9-Feb-15,223.39,223.98,217.02,220.11
8-Feb-15,227.69,229.44,221.08,223.41
7-Feb-15,222.63,230.3,222.61,227.75
6-Feb-15,216.92,230.51,216.23,222.27
5-Feb-15,227.66,239.41,214.72,217.11
4-Feb-15,227.51,230.06,221.11,226.85
3-Feb-15,237.45,245.96,224.48,227.27
2-Feb-15,226.49,242.18,222.66,238.23
1-Feb-15,216.87,231.57,212.01,226.97
31-Jan-15,226.44,233.5,216.31,217.46
30-Jan-15,232.77,242.85,225.84,226.43
29-Jan-15,233.35,238.71,220.71,233.51
28-Jan-15,263.35,266.54,227.05,233.91
27-Jan-15,273.17,275.48,250.65,263.48
26-Jan-15,254.08,309.38,254.08,273.47
25-Jan-15,247.35,255.07,243.89,253.72
24-Jan-15,232.7,248.21,230.02,247.85
23-Jan-15,233.52,234.84,225.2,232.88
22-Jan-15,227.32,237.02,226.43,233.41
21-Jan-15,211.38,227.79,211.21,226.9
20-Jan-15,212.91,215.24,205.15,211.31
19-Jan-15,211.47,216.73,207.32,214.86
18-Jan-15,200.05,218.69,194.51,210.34
17-Jan-15,207.83,211.73,194.88,199.26
16-Jan-15,209.07,221.59,199.77,208.1
15-Jan-15,176.9,229.07,176.9,209.84
14-Jan-15,223.89,223.89,171.51,178.1
13-Jan-15,267.39,268.28,219.91,225.86
12-Jan-15,266.15,272.2,265.2,267.8
11-Jan-15,274.61,279.64,265.04,265.66
10-Jan-15,287.3,288.13,273.97,274.8
9-Jan-15,282.38,291.11,280.53,290.41
8-Jan-15,294.13,294.13,282.18,283.35
7-Jan-15,286.08,298.75,283.08,294.34
6-Jan-15,274.61,287.55,272.7,286.19
5-Jan-15,265.08,278.34,265.08,274.47
4-Jan-15,281.15,287.23,257.61,264.19
3-Jan-15,314.85,315.15,281.08,281.08
2-Jan-15,314.08,315.84,313.56,315.03
1-Jan-15,320.44,320.44,314,314.25
31-Dec-14,310.91,320.19,310.21,320.19
30-Dec-14,312.72,314.81,309.37,310.74
29-Dec-14,317.7,320.27,312.31,312.67
28-Dec-14,316.16,320.03,311.08,317.24
27-Dec-14,327.58,328.91,312.63,315.86
26-Dec-14,319.15,331.42,316.63,327.92
25-Dec-14,322.29,322.67,316.96,319.01
24-Dec-14,334.38,334.74,321.36,322.53
23-Dec-14,332.02,336.29,329.6,334.57
22-Dec-14,321.07,334.12,320.43,331.89
21-Dec-14,329.54,329.63,318.9,320.84
20-Dec-14,317.62,330.32,316.04,329.96
19-Dec-14,311.18,318.53,306.77,317.84
18-Dec-14,319.79,323.71,304.23,311.4
17-Dec-14,326.86,333.95,315.15,319.78
16-Dec-14,345.67,345.86,327.06,327.06
15-Dec-14,351.36,351.81,344.93,345.35
14-Dec-14,346.73,353.32,345.42,351.63
13-Dec-14,352.38,352.38,346.59,347.38
12-Dec-14,350.83,352.98,349.29,352.54
11-Dec-14,344.34,361.36,338.76,350.51
10-Dec-14,352.2,352.38,346.37,346.37
9-Dec-14,361.89,363.07,344.95,352.22
8-Dec-14,374.96,376.03,361.89,361.91
7-Dec-14,374.84,376.29,373.27,375.1
6-Dec-14,376.76,378.45,370.94,374.79
5-Dec-14,369.44,379.19,365.76,376.85
4-Dec-14,375.72,378.65,367.76,369.6
3-Dec-14,381.72,383.03,374.35,375.01
2-Dec-14,379.25,384.04,377.86,381.31
1-Dec-14,378.25,383.66,376.67,379.25
30-Nov-14,375.51,382.53,373.31,378.05
29-Nov-14,376.15,387.6,372.14,375.49
28-Nov-14,369.37,382.84,358.45,376.45
27-Nov-14,370.5,373.99,368.28,369.67
26-Nov-14,376.02,377.7,365.82,368.37
25-Nov-14,376.89,394.7,374.78,375.35
24-Nov-14,366.95,387.21,366.67,376.9
23-Nov-14,353.18,370.85,353.18,367.57
22-Nov-14,351.6,364.84,350.88,352.92
21-Nov-14,357.88,357.88,344.11,350.85
20-Nov-14,380.31,382.02,356.78,357.84
19-Nov-14,373.9,386.48,373.9,380.56
18-Nov-14,387.79,392.4,371.12,375.2
17-Nov-14,388.35,410.2,377.5,387.41
16-Nov-14,374.73,390.8,374.6,387.88
15-Nov-14,399.65,405.53,371.01,376.13
14-Nov-14,418.42,419.25,384.79,397.82
13-Nov-14,427.27,457.09,401.12,420.74
12-Nov-14,367.99,429.72,367.99,423.56
11-Nov-14,365.86,371.31,363.74,367.69
10-Nov-14,362.26,374.82,357.56,366.92
9-Nov-14,345.38,363.63,344.25,363.26
8-Nov-14,342.15,347.03,342.15,345.49
7-Nov-14,349.82,352.73,341.78,342.42
6-Nov-14,339.46,352.97,338.42,349.29
5-Nov-14,330.68,343.37,330.68,339.49
4-Nov-14,327.16,331.77,325.08,330.49
3-Nov-14,325.57,334,325.48,327.55
2-Nov-14,326.07,329.05,320.63,325.89
1-Nov-14,338.65,340.53,321.06,325.75
31-Oct-14,345.01,348.05,337.14,338.32
30-Oct-14,335.71,350.91,335.07,345.31
29-Oct-14,357.09,357.83,335.34,335.59
28-Oct-14,353.21,359.98,352.68,357.62
27-Oct-14,354.78,358.63,349.81,352.99
26-Oct-14,347.49,359.22,343.93,354.7
25-Oct-14,358.61,359.86,342.88,347.27
24-Oct-14,358.59,364.35,353.31,358.35
23-Oct-14,382.96,385.05,356.45,358.42
22-Oct-14,386.12,388.58,382.25,383.16
21-Oct-14,382.42,392.65,380.83,386.48
20-Oct-14,389.23,390.08,378.25,382.85
19-Oct-14,391.25,393.94,386.46,389.55
18-Oct-14,383.98,395.16,378.97,391.44
17-Oct-14,382.76,385.48,375.39,383.76
16-Oct-14,394.52,398.81,373.07,382.56
15-Oct-14,400.95,402.23,388.77,394.77
14-Oct-14,391.69,411.7,391.32,400.87
